,Now,RB,O
,is,VBZ,O
,the,DT,O
,time,NN,O
,for,IN,O
,the,DT,O
,two,CD,O
,sides,NNS,O
,to,TO,O
,engage,VB,O
,in,IN,O
,political,JJ,O
,talks,NNS,O
,...,:,O
,that,WDT,O
,is,VBZ,O
,to,TO,O
,end,VB,O
,the,DT,O
,state,NN,O
,of,IN,O
,hostility,NN,O
,",",",",O
, ,O,
,Thursday,NNP,O
,'s,POS,O
,overseas,JJ,O
,edition,NN,O
,of,IN,O
,the,DT,O
,People,NNPS,ORG
,'s,POS,ORG
,Daily,JJ,ORG
,quoted,VBN,O
,Tang,NNP,PER
,as,IN,O
,saying,VBG,O
,.,.,O
Sentence: 31,The,DT,O
,foreign,JJ,O
,ministry,NN,O
,'s,POS,O
,Shen,NNP,ORG
,told,VBD,O
,Reuters,NNP,ORG
,Television,NNP,ORG
,in,IN,O
,an,DT,O
,interview,NN,O
,he,PRP,O
,had,VBD,O
,read,VBN,O
,reports,NNS,O
,of,IN,O
,Tang,NNP,PER
,'s,POS,O
,comments,NNS,O
,but,CC,O
,gave,VBD,O
,no,DT,O
,details,NNS,O
,of,IN,O
,why,WRB,O
,the,DT,O
,negotiator,NN,O
,had,VBD,O
,considered,VBN,O
,the,DT,O
,time,NN,O
,right,RB,O
,for,IN,O
,talks,NNS,O
,with,IN,O
,Taiwan,NNP,LOC
,",",",",O
,which,WDT,O
,Beijing,NNP,LOC
,considers,VBZ,O
,a,DT,O
,renegade,NN,O
,province,NN,O
,.,.,O
Sentence: 32,China,NNP,LOC
,",",",",O
,which,WDT,O
,has,VBZ,O
,long,RB,O
,opposed,VBN,O
,all,DT,O
,Taipei,NNP,LOC
,efforts,NNS,O
,to,TO,O
,gain,VB,O
,greater,JJR,O
,international,JJ,O
,recognition,NN,O
,",",",",O
,was,VBD,O
,infuriated,VBN,O
,by,IN,O
,a,DT,O
,visit,NN,O
,to,TO,O
,Ukraine,NNP,LOC
,this,DT,O
,week,NN,O
,by,IN,O
,Taiwanese,NNP,MISC
,Vice,NNP,O
,President,NNP,O
,Lien,NNP,PER
,.,.,O
Sentence: 33,-DOCSTART-,-X-,O
,China,NNP,LOC
,says,VBZ,O
,time,NN,O
,right,RB,O
,for,IN,O
,Taiwan,NNP,LOC
,talks,NNS,O
,.,.,O
Sentence: 34,BEIJING,VBG,LOC
,1996-08-22,CD,O
,China,NNP,LOC
,has,VBZ,O
,said,VBD,O
,it,PRP,O
,was,VBD,O
,time,NN,O
,for,IN,O
,political,JJ,O
,talks,NNS,O
,with,IN,O
,Taiwan,NNP,LOC
,and,CC,O
,that,IN,O
,the,DT,O
,rival,JJ,O
,island,NN,O
,should,MD,O
,take,VB,O
,practical,JJ,O
,steps,NNS,O
,towards,IN,O
,that,DT,O
,goal,NN,O
,.,.,O
Sentence: 35,Consultations,NNS,O
,should,MD,O
,be,VB,O
,held,VBN,O
,to,TO,O
,set,VB,O
,the,DT,O
,time,NN,O
,and,CC,O
,format,NN,O
,of,IN,O
,the,DT,O
,talks,NNS,O
,",",",",O
,the,DT,O
,official,NN,O
,Xinhua,NNP,ORG
,news,NN,O
,agency,NN,O
,quoted,VBN,O
,Tang,NNP,PER
,Shubei,NNP,PER
,",",",",O
,executive,JJ,O
,vice,NN,O
,chairman,NN,O
,of,IN,O
,the,DT,O
,Association,NNP,ORG
,for,IN,ORG
,Relations,NNP,ORG
,Across,IN,ORG
,the,DT,ORG
,Taiwan,NNP,ORG
,Straits,NNP,ORG
,",",",",O
,as,IN,O
,saying,VBG,O
,late,RB,O
,on,RB,O
,Wednesday,NNP,O
,.,.,O
Sentence: 36,-DOCSTART-,-X-,O
,German,NNP,MISC
,July,NNP,O
,car,NN,O
,registrations,NNS,O
,up,RB,O
,14.2,CD,O
,pct,JJ,O
,yr,NN,O
,/,SYM,O
,yr,NN,O
,.,.,O
Sentence: 37,FRANKFURT,NNP,LOC
,1996-08-22,CD,O
,German,JJ,MISC
,first-time,JJ,O
,registrations,NNS,O
,of,IN,O
,motor,NN,O
,vehicles,NNS,O
,jumped,VBD,O
,14.2,CD,O
,percent,NN,O
,in,IN,O
,July,NNP,O
,this,DT,O
,year,NN,O
,from,IN,O
,the,DT,O
,year-earlier,JJ,O
,period,NN,O
,",",",",O
,the,DT,O
,Federal,NNP,ORG
,office,NN,ORG
,for,IN,ORG
,motor,NN,ORG
,vehicles,NNS,ORG
,said,VBD,O
,on,IN,O
,Thursday,NNP,O
,.,.,O
Sentence: 38,The,DT,O
,office,NN,O
,said,VBD,O
,"356,725",CD,O
,new,JJ,O
,cars,NNS,O
,were,VBD,O
,registered,VBN,O
,in,IN,O
,July,NNP,O
,1996,CD,O
,--,:,O
,"304,850",CD,O
,passenger,NN,O
,cars,NNS,O
,and,CC,O
,"15,613",CD,O
,trucks,NNS,O
,.,.,O
Sentence: 39,The,DT,O
,figures,NNS,O
,represent,VBP,O
,a,DT,O
,13.6,CD,O
,percent,NN,O
,increase,NN,O
,for,IN,O
,passenger,NN,O
,cars,NNS,O
,and,CC,O
,a,DT,O
,2.2,CD,O
,percent,NN,O
,decline,NN,O
,for,IN,O
,trucks,NNS,O
,from,IN,O
,July,NNP,O
,1995,CD,O
,.,.,O
Sentence: 40,Motor-bike,JJ,O
,registration,NN,O
,rose,VBD,O
,32.7,CD,O
,percent,NN,O
,in,IN,O
,the,DT,O
,period,NN,O
,.,.,O
Sentence: 41,The,DT,O
,growth,NN,O
,was,VBD,O
,partly,RB,O
,due,JJ,O
,to,TO,O
,an,DT,O
,increased,VBN,O
,number,NN,O
,of,IN,O
,Germans,NNPS,MISC
,buying,VBG,O
,German,JJ,MISC
,cars,NNS,O
,abroad,RB,O
,",",",",O
,while,IN,O
,manufacturers,NNS,O
,said,VBD,O
,that,DT,O
,domestic,JJ,O
,demand,NN,O
,was,VBD,O
,weak,JJ,O
,",",",",O
,the,DT,O
,federal,JJ,O
,office,NN,O
,said,VBD,O
,.,.,O
Sentence: 42,Almost,RB,O
,all,DT,O
,German,JJ,MISC
,car,NN,O
,manufacturers,NNS,O
,posted,VBD,O
,gains,NNS,O
,in,IN,O
,registration,NN,O
,numbers,NNS,O
,in,IN,O
,the,DT,O
,period,NN,O
,.,.,O
Sentence: 43,Volkswagen,NNP,ORG
,AG,NNP,ORG
,won,VBD,O
,"77,719",CD,O
,registrations,NNS,O
,",",",",O
,slightly,RB,O
,more,RBR,O
,than,IN,O
,a,DT,O
,quarter,NN,O
,of,IN,O
,the,DT,O
,total,NN,O
,.,.,O
Sentence: 44,Opel,NNP,ORG
,AG,NNP,ORG
,together,RB,O
,with,IN,O
,General,NNP,ORG
,Motors,NNPS,ORG
,came,VBD,O
,in,IN,O
,second,JJ,O
,place,NN,O
,with,IN,O
,"49,269",CD,O
,registrations,NNS,O
,",",",",O
,16.4,CD,O
,percent,NN,O
,of,IN,O
,the,DT,O
,overall,JJ,O
,figure,NN,O
,.,.,O
Sentence: 45,Third,JJ,O
,was,VBD,O
,Ford,NNP,ORG
,with,IN,O
,"35,563",CD,O
,registrations,NNS,O
,",",",",O
,or,CC,O
,11.7,CD,O
,percent,NN,O
,.,.,O
Sentence: 46,Only,RB,O
,Seat,NNP,ORG
,and,CC,O
,Porsche,NNP,ORG
,had,VBD,O
,fewer,JJR,O
,registrations,NNS,O
,in,IN,O
,July,NNP,O
,1996,CD,O
,compared,VBN,O
,to,TO,O
,last,JJ,O
,year,NN,O
,'s,POS,O
,July,NNP,O
,.,.,O
Sentence: 47,Seat,NN,ORG
,posted,VBD,O
,"3,420",CD,O
,registrations,NNS,O
,compared,VBN,O
,with,IN,O
,5522,CD,O
,registrations,NNS,O
,in,IN,O
,July,NNP,O
,a,DT,O
,year,NN,O
,earlier,RBR,O
,.,.,O
Sentence: 48,Porsche,NNP,ORG
,'s,POS,O
,registrations,NNS,O
,fell,VBD,O
,to,TO,O
,554,CD,O
,from,IN,O
,643,CD,O
,.,.,O
Sentence: 49,-DOCSTART-,-X-,O
,GREEK,JJ,MISC
,SOCIALISTS,NNS,O
,GIVE,VBP,O
,GREEN,NNP,O
,LIGHT,NNP,O
,TO,TO,O
,PM,NNP,O
,FOR,IN,O
,ELECTIONS,NNS,O
,.,.,O
Sentence: 50,ATHENS,NNS,LOC
,1996-08-22,CD,O
,The,DT,O
,Greek,NNP,MISC
,socialist,JJ,O
,party,NN,O
,'s,POS,O
,executive,JJ,O
,bureau,NN,O
,gave,VBD,O
,the,DT,O
,green,JJ,O
,light,NN,O
,to,TO,O
,Prime,NNP,O
,Minister,NNP,O
,Costas,VBZ,PER
,Simitis,NNPS,PER
,to,TO,O
,call,VB,O
,snap,VB,O
,elections,NNS,O
,",",",",O
,its,PRP$,O
,general,JJ,O
,secretary,NN,O
,Costas,NNP,PER
,Skandalidis,NNP,PER
,told,VBD,O
,reporters,NNS,O
,.,.,O
Sentence: 51,Prime,NNP,O
,Minister,NNP,O
,Costas,VBZ,PER
,Simitis,NNP,PER
,is,VBZ,O
,going,VBG,O
,to,TO,O
,make,VB,O
,an,DT,O
,official,JJ,O
,announcement,NN,O
,after,IN,O
,a,DT,O
,cabinet,NN,O
,meeting,NN,O
,later,RB,O
,on,IN,O
,Thursday,NNP,O
,",",",",O
,said,VBD,O
,Skandalidis,NNP,PER
,.,.,O
Sentence: 52,--,:,O
,Dimitris,NNP,PER
,Kontogiannis,NNP,PER
,",",",",O
,Athens,NNP,ORG
,Newsroom,NNP,ORG
,+301,NNP,O
,3311812-4,CD,O
,-DOCSTART-,-X-,O
,BayerVB,NN,ORG
,sets,VBZ,O
,C$,$,MISC
,100,CD,O
,million,CD,O
,six-year,JJ,O
,bond,NN,O
,.,.,O
Sentence: 53,LONDON,NNP,LOC
,1996-08-22,CD,O
,The,DT,O
,following,VBG,O
,bond,NN,O
,was,VBD,O
,announced,VBN,O
,by,IN,O
,lead,NN,O
,manager,NN,O
,Toronto,NNP,PER
,Dominion,NNP,PER
,.,.,O
Sentence: 54,BORROWER,NNP,O
,BAYERISCHE,NNP,ORG
,VEREINSBANK,NNP,ORG
,AMT,NNP,O
,C$,$,MISC
,100,CD,O
,MLN,NNP,O
,COUPON,NN,O
,6.625,CD,O
,MATURITY,NNP,O
,24.SEP.02,CD,O
,TYPE,NNP,O
,STRAIGHT,NNP,O
,ISS,NNP,O
,PRICE,NNP,O
,100.92,CD,O
,PAY,NN,O
,DATE,NNP,O
,24.SEP.96,CD,O
,FULL,NNP,O
,FEES,NNS,O
,1.875,CD,O
,REOFFER,NNP,O
,99.32,CD,O
,SPREAD,NNP,O
,+20,CD,O
,BP,NNP,O
,MOODY,NNP,O
,AA1,NNP,O
,LISTING,NNP,O
,LUX,NNP,O
,PAY,NN,O
,FREQ,NNS,O
,=,SYM,O
,S&P,NNP,ORG
,=,SYM,O
,DENOMS,NNP,O
,(,(,O
,K,NNP,O
,),),O
,1-10-100,CD,O
,SALE,NNP,O
,LIMITS,VBZ,O
,US,NNP,LOC
,/,SYM,O
,UK,NNP,LOC
,/,SYM,O
,CA,VBN,LOC
,NEG,NNP,O
,PLG,NNP,O
,NO,DT,O
,CRS,NNP,O
,DEFLT,NNP,O
,NO,DT,O
,FORCE,VBP,O
,MAJ,MD,O
,=,SYM,O
,GOV,NNP,O
,LAW,NNP,O
,GERMAN,NNP,MISC
,HOME,NNP,O
,CTRY,NNP,O
,=,SYM,O
,TAX,NN,O
,PROVS,NNS,O
,STANDARD,VBD,O
,MGT,NNP,O
,/,SYM,O
,UND,NNP,O
,0.275,CD,O
,SELL,VB,O
,CONC,NNP,O
,1.60,CD,O
,PRAECIP,NNP,O
,=,SYM,O
,UNDERLYING,VBG,O
,GOVT,JJ,O
,BOND,NN,O
,7.0,CD,O
,PCT,NNP,O
,SEPT,NNP,O
,2001,CD,O
,NOTES,NNS,O
,BAYERISCHE,VBP,ORG
,VEREINSBANK,NNP,ORG
,IS,VBZ,O
,JOINT,VBZ,O
,LEAD,NNP,O
,MANAGER,NN,O
,--,:,O
,London,NNP,ORG
,Newsroom,NNP,ORG
,+44,CD,O
,171,CD,O
,542,CD,O
,7658,CD,O
,-DOCSTART-,-X-,O
,Venantius,JJ,ORG
,sets,NNS,O
,$,$,O
,300,CD,O
,million,CD,O
,January,NNP,O
,1999,CD,O
,FRN,NNP,O
,.,.,O
Sentence: 55,LONDON,NNP,LOC
,1996-08-22,CD,O
,The,DT,O
,following,VBG,O
,floating-rate,NN,O
,issue,NN,O
,was,VBD,O
,announced,VBN,O
,by,IN,O
